"TRIM_ID","VARIANT_ID","TRIM_NAME","BASE_PRICE","DESCRIPTION"
107,24,"40 TDI quattro S-Line Black Edition A/T",79500000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준). Black/Black Edition: 블랙 외장/디자인 요소 중심의 블랙 에디션 구성(트림 표기 기준)."
20001,20001,에어,67540000,EV9_AIR_STANDARD_2WD
20002,20001,어스,72580000,EV9_EARTH_STANDARD_2WD
20003,20002,에어,72230000,EV9_AIR_LONGRANGE_2WD
20004,20002,어스,77270000,EV9_EARTH_LONGRANGE_2WD
20005,20003,에어,75880000,EV9_AIR_LONGRANGE_4WD
20006,20003,어스,80990000,EV9_EARTH_LONGRANGE_4WD
20007,20003,GT-Line,83390000,EV9_GTLINE_LONGRANGE_4WD
20008,20004,"9인승 노블레스",63270000,카니발 하이리무진
20009,20004,"9인승 시그니처",66670000,카니발 하이리무진
20010,20004,"7인승 시그니처",69970000,카니발 하이리무진
20011,20004,"4인승 시그니처",94730000,카니발 하이리무진
20012,20005,"9인승 노블레스",67820000,카니발 하이리무진
20013,20005,"9인승 시그니처",71220000,카니발 하이리무진
20014,20005,"7인승 시그니처",74470000,카니발 하이리무진
20015,20005,"4인승 시그니처",99230000,카니발 하이리무진
20016,20006,에어,51140000,Niro EV 
20017,20006,어스,53930000,Niro EV
20018,20008,라이트,28350000,Ray EV
20019,20008,에어,30350000,Ray EV
20020,20009,라이트,28050000,Ray EV
20021,20009,에어,28550000,Ray EV
20022,20010,라이트,27950000,Ray EV
20023,20010,에어,28400000,Ray EV
20024,20016,Platinum,59620000,K9 3.8 가솔린 플래티넘
20025,20016,Best Selection I,67890000,K9 3.8 가솔린 베스트 셀렉션 I
20026,20016,Masters,75290000,K9 3.8 가솔린 마스터즈
20027,20016,Best Selection II,82390000,K9 3.8 가솔린 베스트 셀렉션 II
20028,20017,Platinum,66170000,K9 3.3 가솔린 터보 플래티넘
20029,20017,Best Selection I,73650000,K9 3.3 가솔린 터보 베스트 셀렉션 I
20030,20017,Masters,80040000,K9 3.3 가솔린 터보 마스터즈
20031,20017,Best Selection II,87140000,K9 3.3 가솔린 터보 베스트 셀렉션 II
20032,20018,에어 스탠다드,40420000,EV4 에어 스탠다드
20033,20019,에어 롱레인지,44620000,EV4 에어 롱레인지
20034,20018,어스 스탠다드,45010000,EV4 어스 스탠다드
20035,20019,어스 롱레인지,49210000,EV4 어스 롱레인지
20036,20018,GT-Line 스탠다드,46110000,EV4 GT-Line 스탠다드
20037,20019,GT-Line 롱레인지,50310000,EV4 GT-Line 롱레인지
20038,20020,Prestige,33930000,스마트스트림 G2.0 하이브리드
20039,20020,Noblesse,37300000,스마트스트림 G2.0 하이브리드
20040,20020,Signature,40290000,스마트스트림 G2.0 하이브리드
20041,20021,Smart Selection,27660000,스마트스트림 G2.0
20042,20021,Prestige,28510000,스마트스트림 G2.0
20043,20021,Noblesse,32030000,스마트스트림 G2.0
20044,20021,Signature,35220000,스마트스트림 G2.0
20045,20022,Prestige,29320000,스마트스트림 G1.6T-GDI
20046,20022,Noblesse,33270000,스마트스트림 G1.6T-GDI
20047,20022,Signature,36010000,스마트스트림 G1.6T-GDI
20048,20023,Prestige,29200000,스마트스트림 L2.0
20049,20023,Noblesse,32820000,스마트스트림 L2.0
20050,20023,Signature,35370000,스마트스트림 L2.0
20051,20024,Trendy,25070000,스마트스트림 L2.0 (렌터카)
20052,20024,Prestige,27740000,스마트스트림 L2.0 (렌터카)
20053,20025,트렌디,13950000,스마트스트림 G1.0
20054,20025,프레스티지,15750000,스마트스트림 G1.0
20055,20025,시그니처,17750000,스마트스트림 G1.0
20056,20025,GT-Line,18700000,스마트스트림 G1.0
20057,20026,트렌디(밴),13750000,스마트스트림 G1.0 VAN
20058,20026,프레스티지(밴),14400000,스마트스트림 G1.0 VAN
20059,20027,Trendy,29320000,Niro 하이브리드 트렌디
20060,20027,Prestige,32470000,Niro 하이브리드 프레스티지
20061,20027,Best Selection,33570000,Niro 하이브리드 베스트 셀렉션
20062,20027,Signature,36530000,Niro 하이브리드 시그니처
20063,20028,기본 모델,89190000,Electrified G80
20064,20029,"2WD",54000000,GV70 2.5 터보 2WD.
20065,20029,AWD,57000000,GV70 2.5 터보 AWD.
20066,20030,"2WD",59500000,GV70 3.5 터보 2WD.
20067,20030,AWD,62500000,GV70 3.5 터보 AWD.
20068,20031,EV6_라이트_스탠다드,49080000,배터리 63.0kWh
20069,20032,EV6_라이트_롱레인지,53300000,배터리 84.0kWh
20070,20031,EV6_에어_스탠다드,54130000,배터리 63.0kWh
20071,20032,EV6_에어_롱레인지,58340000,배터리 84.0kWh
20072,20031,EV6_어스_스탠다드,58350000,배터리 63.0kWh
20073,20032,EV6_어스_롱레인지,62570000,배터리 84.0kWh
20074,20032,EV6_GT-Line_롱레인지,63200000,배터리 84.0kWh
20075,20033,EV3_에어_스탠다드,41440000,STANDARD_58.3kWh
20076,20034,EV3_에어_롱레인지,45790000,LONGRANGE_81.4kWh
20077,20033,EV3_어스_스탠다드,45540000,STANDARD_58.3kWh
20078,20034,EV3_어스_롱레인지,49890000,LONGRANGE_81.4kWh
20079,20033,EV3_GT-Line_스탠다드,46420000,STANDARD_58.3kWh
20080,20034,EV3_GT-Line_롱레인지,50770000,LONGRANGE_81.4kWh
20081,20035,에어,51140000,EV5_AIR
20082,20035,어스,55090000,EV5_EARTH
20083,20035,GT-Line,56250000,EV5_GTLINE
20084,20036,트렌디,22660000,SMARTSTREAM G1.6 T-GDI
20085,20036,프레스티지,26090000,SMARTSTREAM G1.6 T-GDI
20086,20036,시그니처,28570000,SMARTSTREAM G1.6 T-GDI
20087,20036,X-Line,29060000,SMARTSTREAM G1.6 T-GDI
20088,20037,트렌디,21690000,누우 2.0 MPI
20089,20037,프레스티지,25110000,누우 2.0 MPI
20090,20037,시그니처,27590000,누우 2.0 MPI
20091,20037,X-Line,28090000,누우 2.0 MPI
20092,20011,노블레스,43060000,터보 하이브리드
20093,20011,노블레스 라이트,44400000,터보 하이브리드
20094,20011,시그니처,49170000,터보 하이브리드
20095,20011,시그니처 블랙,50520000,터보 하이브리드
20096,20007,노블레스,36790000,"2.5 가솔린"
20097,20007,시그니처,43900000,"2.5 가솔린"
20098,20007,시그니처 블랙,45460000,"2.5 가솔린"
20099,20012,노블레스,39870000,"3.5 가솔린"
20100,20012,시그니처,46730000,"3.5 가솔린"
20101,20012,시그니처 블랙,48290000,"3.5 가솔린"
20102,20013,노블레스,41030000,"3.5 LPG"
20103,20038,Trendy,14900000,Ray 1.0 가솔린 트렌디
20104,20038,Prestige,17600000,Ray 1.0 가솔린 프레스티지
20105,20038,Signature,19030000,Ray 1.0 가솔린 시그니처
20106,20038,X-Line,20030000,Ray 1.0 가솔린 X-Line
20107,20039,Trendy,14510000,Ray 1.0 가솔린 2인승 밴 트렌디
20108,20039,Prestige,14910000,Ray 1.0 가솔린 2인승 밴 프레스티지
20109,20039,Special,15210000,Ray 1.0 가솔린 2인승 밴 스페셜
20110,20040,Trendy,14410000,Ray 1.0 가솔린 1인승 밴 트렌디
20111,20040,Prestige,14810000,Ray 1.0 가솔린 1인승 밴 프레스티지
20112,20040,Special,15060000,Ray 1.0 가솔린 1인승 밴 스페셜
20113,20041,Prestige,35800000,Sorento G25T Prestige
20114,20041,Noblesse,38910000,Sorento G25T Noblesse
20115,20041,Signature,41680000,Sorento G25T Signature
20116,20041,X-Line,42600000,Sorento G25T X-Line
20117,20042,Prestige,37530000,Sorento D22 Prestige
20118,20042,Noblesse,40640000,Sorento D22 Noblesse
20119,20042,Signature,43410000,Sorento D22 Signature
20120,20042,X-Line,44330000,Sorento D22 X-Line
20121,20043,Prestige,39580000,Sorento HEV2WD Prestige
20122,20043,Noblesse,42170000,Sorento HEV2WD Noblesse
20123,20043,Signature,44670000,Sorento HEV2WD Signature
20124,20043,X-Line,45590000,Sorento HEV2WD X-Line
20125,20044,Prestige,42250000,Sorento HEV4WD Prestige
20126,20044,Noblesse,45460000,Sorento HEV4WD Noblesse
20127,20044,Signature,47950000,Sorento HEV4WD Signature
20128,20044,X-Line,48880000,Sorento HEV4WD X-Line
20129,20045,Prestige,28630000,Sportage G16T Prestige
20130,20045,Noblesse,31970000,Sportage G16T Noblesse
20131,20045,Signature,34580000,Sportage G16T Signature
20132,20045,X-Line,35220000,Sportage G16T X-Line
20133,20046,Prestige,29270000,Sportage L20 Prestige
20134,20046,Noblesse,32610000,Sportage L20 Noblesse
20135,20046,Signature,35220000,Sportage L20 Signature
20136,20046,X-Line,35860000,Sportage L20 X-Line
20137,20047,Prestige,34460000,Sportage HEV16T Prestige
20138,20047,Noblesse,37700000,Sportage HEV16T Noblesse
20139,20047,Signature,40310000,Sportage HEV16T Signature
20140,20047,X-Line,40950000,Sportage HEV16T X-Line
20141,20048,xDrive40i,112000000,"2025 BMW X5 xDrive40i"
20142,20049,xDrive30d,114000000,"2025 BMW X5 xDrive30d"
20143,20050,M60i xDrive,158000000,"2025 BMW X5 M60i xDrive"
20144,20051,Prestige,36360000,"3.5 가솔린_9인승"
20145,20051,Noblesse,40710000,"3.5 가솔린_9인승"
20146,20051,Signature,44260000,"3.5 가솔린_9인승"
20147,20051,X-Line,45020000,"3.5 가솔린_9인승"
20148,20052,Noblesse,43310000,"3.5 가솔린_7인승"
20149,20052,Outdoor,42320000,"3.5 가솔린_7인승"
20150,20052,Signature,47080000,"3.5 가솔린_7인승"
20151,20052,X-Line,47610000,"3.5 가솔린_7인승"
40001,40001,하이랜더,74030000,"[기본 옵션]
• 7인승
• 하이브리드 AWD(E-Four)
• Toyota Safety Sense(차선/긴급제동/크루즈 등)
• 3존 공조, 파워 테일게이트
• 어댑티브 크루즈/차선 유지 보조(시장 표준 기준)"
40002,40002,GR86 Standard,42970000,"[기본 옵션]
• GR86 STANDARD
• 2.4 수평대향 4기통 + 후륜구동
• 6스피커, Apple CarPlay/Android Auto(사양 기준)
• 기본 안전/주행 보조 기능(트림/연식 기준)"
40003,40002,GR86 Premium,48960000,"[기본 옵션]
• GR86 PREMIUM
• STANDARD 기본 품목 + 프리미엄 오디오(8스피커), 추가 편의/내장 업그레이드(등급 기준)"
40004,40003,캠리 XLE Premium,53270000,"[기본 옵션]
• CAMRY XLE PREMIUM
• XLE 기본 품목 + 파노라믹 선루프/헤드업 디스플레이(HUD)/뒷좌석 열선 등 상위 편의(국내 트림 안내 기준)"
40005,40003,캠리 XLE,47750000,"[기본 옵션]
• CAMRY XLE
• 2.5 하이브리드 시스템
• Toyota Safety Sense
• 열선/통풍 시트, 커넥티드/내비(트림 안내 기준)"
40009,40005,ACTIV,27930000,"[기본 옵션]
• 트랙스 크로스오버 ACTIV
• Redline 기본 품목 + ACTIV 전용 그릴/18인치 휠 등(온라인 구성 기준)"
40019,40011,ST-Line A/T,62000000,"[기본 옵션]
• 익스플로러 ST-Line
• 2.3 EcoBoost + AWD
• 3열/대형 SUV 핵심 편의/안전 사양(국내 트림 안내 기준)"
40025,40015,Sahara 4-door (Power Top),83400000,"[기본 옵션]
• 랭글러 Sahara 4도어(파워탑)
• Sahara 기본 품목 + 전동 파워탑(모델 안내 기준)"
40030,40017,XSE,49280000,"[기본 옵션]
• PRIUS PHEV XSE
• SE 기본 품목 + 트림별 편의/내장 업그레이드(스펙 PDF 기준)"
60019,60013,Cybertruck AWD,145000000,"• 외관 : 루프(글라스 루프)
• 내장 : 엠비언트 라이트(유)
• 안전 : 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조)
• 편의 : 주차 브레이크(전자식), 파워 아웃렛(120V)
• 시트 : 시트배열(2 + 3), 운전석(열선, 통풍), 동승석(열선, 통풍), 2열(열선, AV 리모컨, 공조 리모컨)
• 멀티미디어 : 화면크기(18.5), 부가기능(터치스크린, 뒷좌석 모니터)"
60030,60021,Ghost Series II Standard Wheel Base,524000000,정보 없음
60031,60021,Ghost Series II Extended Wheel Base,577000000,정보 없음
60032,60021,Ghost Series II Black Badge,624000000,정보 없음
80001,80001,Exclusive(익스클루시브),36620000,"• 파워트레인/성능 : 스마트스트림 가솔린 2.5 터보 엔진, 스마트스트림 습식 8단 DCT, ISG 시스템, 통합 주행 모드,
랙구동형 전동식 파워 스티어링(R-MDPS), 전자식 변속 칼럼
• 안전 : 다중 충돌방지 자동 제동 시스템, 10에어백 시스템(1열 어드밴스드/센터사이드, 1/2열 사이드, 운전석 무릎,
전복대응커튼), 유아용 시트 고정장치(2열 2개), 세이프티 언락, 경사로 저속 주행장치, 전자식 변속 칼럼 진동 경고,
실내 소화기
• 지능형 안전 기술 : 전방 충돌방지 보조(차량/보행자/자전거탑승자/교차로 대향차/정면대향차), 차로 이탈 방지 보조,
차로 유지 보조 2, 운전자 주의 경고, 하이빔 보조, 스마트 크루즈 컨트롤(스탑앤고 기능 포함),
내비게이션 기반 스마트 크루즈 컨트롤(안전구간, 곡선로), 고속도로 주행 보조, 후측방 충돌 경고(주행),
후측방 충돌방지 보조(전진 출차), 후방 교차 충돌방지 보조, 안전 하차 보조, 어드밴스드 후석 승객 알림,
스티어링 휠 그립 감지, 진동 경고 스티어링 휠
• 외관 : 히든 타입 어시스트 핸들, LED 헤드램프(MFR 타입), LED 주간주행등, LED 방향지시등, LED 리어콤비램프,
다이내믹 웰컴 라이트(앞), 헤드램프 레벨링 디바이스, 크롬 라디에이터 그릴, 18인치 알로이 휠 & 타이어,
LED 보조제동등, 리어 스포일러, 이중접합 차음유리(윈드실드, 1열 도어, 2열 도어), 자외선 차단 유리(윈드실드),
아웃사이드 미러(열선, 전동접이, 전동조절, LED 방향지시등)
• 내장 : 가죽 스티어링 휠(열선 포함), 멜란지 니트 내장재(헤드라이닝/필라), LED실내등(맵램프/퍼스널 램프/
선바이저 램프/러기지 램프), 양방향 멀티 콘솔, 파노라믹 커브드 디스플레이, 클러스터(12.3인치 컬러 LCD)
• 시트 : 인조가죽 시트, 운전석 전동 시트(8way, 럼버 서포트), 1열 열선/통풍 시트, 2열 열선시트, 2열 6:4 분할 폴딩,
2열 슬라이딩 & 리클라이닝 시트, 2열 리모트 폴딩
• 편의 : 버튼시동 & 스마트키, 패들쉬프트, 수동식 틸트 & 텔레스코픽 스티어링 휠,
듀얼 풀오토 에어컨(마이크로 에어필터, 미세먼지 센서, 오토 디포그, 공기청정모드, 애프터 블로우), 레인센서,
하이패스, 전방/후방 주차 거리 경고, 후방 모니터, 세이프티 파워 윈도우(전좌석), 전동식 파킹 브레이크(오토홀드 포함),
후드 가스 리프터, USB C타입 단자(1열 충전 1개/충전 및 데이터 스위치 타입 1개, 2열 충전 2개),
파워 아웃렛(1열 1개, 러기지 1개), 오토라이트 컨트롤, 스마트 파워 테일게이트, 220V 인버터,
스마트폰 무선충전(싱글), 실내 지문 인증 시스템(개인화, 시동, 결제 등), ECM 룸미러
• 인포테인먼트 : 12.3인치 내비게이션(블루링크, 폰 프로젝션, 블루투스 핸즈프리, 6스피커, 인카페이먼트/e hi-pass,
후석 취침모드), 무선 소프트웨어 업데이트(OTA software Update), 1열 음성 wake up"
80002,80001,Prestige(프레스티지),39490000,"익스클루시브 기본 품목 및
• 지능형 안전 기술 : 전방 충돌 방지 보조(교차 차량/추월 시 대향차/측방접근차/회피조향보조), 고속도로 주행 보조 2,
후측방 충돌 방지보조(주행), 내비게이션 기반 스마트 크루즈 컨트롤(진출입로)
• 외관 : Full LED 헤드램프(프로젝션 타입), 루프랙
• 내장 : 메탈 도어 스커프, 메탈 페달
• 시트 : 동승석 8way 전동시트
• 편의 : 스마트폰 무선충전(듀얼), 후진 가이드 램프, 디지털 키 2"
80003,80001,H-Pick,42140000,"프레스티지 기본 품목 및
• 지능형 안전 기술 : 후방 주차 충돌방지 보조
• 내장 : 인조가죽 적용 내장(멀티 트레이 커버, 도어 암레스트, 콘솔사이드 부), 스웨이드 내장(헤드라이닝/필라),
엠비언트 무드램프
• 시트 : 운전석 에르고 모션 시트(18way, 4way 럼버 서포트, 자세메모리시스템, 스트레칭 모드), 동승석 워크인 디바이스,
1열 릴렉션 컴포트 시트(레그레스트), 운전석 스마트 자세제어 시스템, 천연가죽 시트
• 편의 : 2열 수동식 도어 커튼, 서라운드 뷰 모니터, 후측방 모니터, 측방 주차 거리 경고, 원격 스마트 주차 보조,
헤드업 디스플레이, 전동식 틸트 & 텔레스코픽 스티어링 휠"
80004,80001,Black Exterior(블랙 익스테리어),42490000,"H-Pick 기본 품목 및
• 외관 : 블랙 익스테리어 전용 외관 디자인(라디에이터 그릴, 스키드플레이트, 범퍼 몰딩, 사이드 가니시, O/S 도어 핸들,
C필러 가니시, 루프랙, 엠블럼)
※ 외장 색상 : 어비스 블랙 펄, 크리미 화이트 펄 중 선택 가능
※ 내장 색상 : 블랙 원톤, 그레이 투톤, 피칸 브라운 투톤 중 선택 가능
※ 블랙 전용 휠 미포함"
80010,80002,A8 L 55 TFSI Quattro Premium,216300000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 하이빔), 리어 램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(전동접이, 전동조절, 열선, 자동디밍), 와이퍼(전방 레인센서), 차음 유리(앞면, 앞좌석, 뒷좌석)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(가죽, 열선, 틸트, 텔레스코픽, 전동 조절), 기어 노브(전자식 노브, 패들 시프트), 룸미러(자동디밍), 엠비언트 라이트(유), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(발코나 가죽), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 요추받침, 안마기능), 2열(열선, 통풍, 등받이 각도 조절, 전동조절, 메모리, 요추받침, AV 리모컨, 공조 리모컨, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(10.1), 주요기능(내비게이션, 라디오, DVD, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토), 스피커(17), 사운드시스템(BANG & OLUFSEN)"
80005,80001,Calligraphy(캘리그래피),45530000," H-Pick 기본 품목 및
• 외관 : 캘리그래피 전용 디자인(21인치 알로이 휠 & 피렐리 타이어, 라디에이터 그릴 & 가니쉬, 인테이크 그릴,
스키드 플레이트, 블랙 하이그로시 클래딩/DLO 몰딩)
• 내장 : 투톤 가죽 스티어링 휠(블랙 인테리어 선택 시 미적용)
• 시트 : 나파가죽 시트
• 편의 : UV-C 살균 멀티 트레이, 디지털 센터 미러"
80006,80001,Black Ink(블랙 잉크),45530000,"캘리그래피 기본 품목 및
• 외관 : 21인치 블랙잉크 전용 알로이 휠, 블랙 잉크 전용 외관 디자인(라디에이터 그릴, 스키드플레이트, 범퍼 몰딩,
사이드 가니시, C필러 가니시, D필러 가니시, 루프랙, 엠블럼)
• 내장 : 블랙잉크 전용 블랙 내장 디자인
※ 외장 색상 : 어비스 블랙 펄, 크리미 화이트 펄, 크리미 화이트 매트중 선택 가능
※ 내장 색상 : 블랙 원톤"
40006,40004,Z71,72790000,"[기본 옵션]
• 올 뉴 콜로라도 Z71
• 2.7T 가솔린 + 8단 자동 + 4WD
• 오프로드 주행 모드/힐 디센트
• 전방 충돌경고/긴급제동, 차선 유지 보조, 사각지대 경고(가격표 기본품목 기준)"
40007,40005,LS,21550000,"[기본 옵션]
• 트랙스 크로스오버 LS
• E-Turbo Prime 1.2 + 6단 자동
• 기본 안전/편의 패키지(가격표/온라인 구성 기준)"
40008,40005,Redline,25650000,"[기본 옵션]
• 트랙스 크로스오버 Redline
• LS 기본 품목 + 레드라인 외장 포인트/휠 등(온라인 구성 기준)"
40010,40005,RS,28510000,"[기본 옵션]
• 트랙스 크로스오버 RS
• RS 전용 외장/휠, 상위 인포테인먼트/편의 옵션 구성(트림 안내 기준)"
40011,40006,Premier,27570000,"[기본 옵션]
• 더 뉴 트레일블레이저 Premier
• E-Turbo 1.35 + 9단 자동
• 기본 안전/편의 사양(모델 소개 기준)"
40012,40006,RS,30520000,"[기본 옵션]
• 더 뉴 트레일블레이저 RS
• Premier 기본 품목 + RS 전용 외장/휠/실내 포인트(트림 성격 기준)"
40013,40007,TECHNO,30000000,"[기본 옵션]
• 아르카나 TECHNO
• BSW/RCTA/AHL 등 안전 사양
• 7"" 디스플레이 오디오(무선 CarPlay/AA), 6스피커
• 매뉴얼 에어컨(가격표 기본품목 기준)"
40014,40007,ICONIC,33000000,"[기본 옵션]
• 아르카나 ICONIC
• TECHNO 기본 품목 + 10.25"" TFT 클러스터, 앞좌석 열선, HTA(ACC+차선유지), 360 주차보조 등(가격표 기본품목 기준)"
40015,40008,ZEN,35000000,"[기본 옵션]
• (콜레오스) ZEN
• 기본 안전 기능, 내비/후방카메라 중심 기본 구성(시장 안내 기준)"
40016,40008,INTENS,38000000,"[기본 옵션]
• (콜레오스) INTENS
• ZEN 기본 품목 + 스마트 크루즈/가죽 시트/디지털 클러스터 등 상위 편의(시장 안내 기준)"
40017,40009,EV60,45000000,"[기본 옵션]
• 세닉 E-TECH EV60(techno)
• 160kW 구동모터 + 87kWh 배터리
• 히트펌프, 회생제동/원페달(패들) 등
• MULTI-SENSE 드라이빙 모드(가격표 기본품목 기준)"
40018,40010,Ecoboost Premium Coupe A/T,59200000,"[기본 옵션]
• 머스탱 Ecoboost Premium Coupe
• 13.2"" 터치스크린/디지털 클러스터 등 인포테인먼트 중심(카탈로그 기준)"
40020,40012,Platinum (7인승) A/T,111100000,"[기본 옵션]
• 익스페디션 Platinum 7인승
• 3.5L EcoBoost + 10단
• 파노라마 루프, 프리미엄 오디오 등 상위 편의(카탈로그/딜러 e-카달로그 기준)"
40021,40013,Wildtrak A/T,63500000,"[기본 옵션]
• 레인저 Wildtrak
• 픽업 핵심 기능 + 오프로드/편의 패키지(카탈로그 기준)"
40022,40014,Outer Banks A/T,72900000,"[기본 옵션]
• 브롱코 Outer Banks
• 18"" 휠/LED 시그니처 등 스타일+오프로드 감성 구성(카탈로그 기준)"
40023,40015,Sport S 4-door (Hard Top),72700000,"[기본 옵션]
• 랭글러 Sport S 4도어(하드탑)
• 2.0 터보 + 4WD
• 오프로드 기본 성능 + 필수 편의(모델 안내 기준)"
40024,40015,Sahara 4-door (Hard Top),80900000,"[기본 옵션]
• 랭글러 Sahara 4도어(하드탑)
• Sport S 기본 품목 + Sahara 중심 편의/디자인 업그레이드(모델 안내 기준)"
40026,40016,Rubicon 2-door (Hard Top),80400000,"[기본 옵션]
• 랭글러 Rubicon 2도어(하드탑)
• Rock-Trac/디퍼렌셜 잠금 등 오프로드 특화(공식 안내 기준)"
40027,40016,Rubicon 4-door (Hard Top),83400000,"[기본 옵션]
• 랭글러 Rubicon 4도어(하드탑)
• Rubicon 기본 품목 + 4도어 패키징(공식 안내 기준)"
40028,40016,Rubicon 4-door (Power Top),85900000,"[기본 옵션]
• 랭글러 Rubicon 4도어(파워탑)
• Rubicon 기본 품목 + 파워탑(공식 안내 기준)"
40029,40017,SE,46030000,"[기본 옵션]
• PRIUS PHEV SE
• Toyota Safety Sense(PCS/DRCC/LTA/RSA 등)
• 한국형 내비(OTA) 등(스펙 PDF 기준)"
40031,40018,BASE,58830000,"[기본 옵션]
• CROWN BASE
• 하이브리드/전자제어 서스펜션 등 프리미엄 세단 핵심 사양(모델 소개 기준)"
40032,40019,BASE,56590000,"[기본 옵션]
• RAV4 PHEV BASE
• PHEV 시스템(1회 충전 EV주행 + 하이브리드)
• 전용 19"" 휠/디자인 요소(모델/스펙 자료 기준)"
40033,40020,BASE,100490000,"[기본 옵션]
• ALPHARD HEV(베이스)
• 2.5 하이브리드 AWD(E-Four)
• 쇼퍼 중심 편의 사양(모델 안내 기준)"
40034,40021,BASE,72200000,"[기본 옵션]
• SIENNA HYBRID(베이스)
• 2.5 하이브리드 + E-Four
• 대형 센터 디스플레이, 파워 슬라이딩 도어/백도어 등(모델 소개 기준)"
60021,60015,V8 Atelier Edition A/T,308000000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 하이빔), 리어 램프(LED), 자외선 차단유리(앞면)
• 내장 : 계기판(HUD), 스티어링 휠(가죽, 열선, 진동 위험 경고), 기어 노브(전자식 노브, 패들 시프트), 엠비언트 라이트(유), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB), 주차보조(후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(천연가죽), 운전석(열선, 전동조절), 동승석(열선), 2열(열선)
• 공조 : 에어컨(자동 온도조절), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(10.9), 주요기능(내비게이션, 라디오, 오디오 파일 재생), 부가기능(터치스크린, 애플 카플레이, 안드로이드 오토)"
80012,80004,"1234",1234,"1234"
56,13,Black Exterior,35050000,"인스퍼레이션 품목 외: 블랙 익스테리어 전용 디자인 (19인치 블랙 휠, 블랙 엠블럼/몰딩)"
57,13,N Line,35450000,"인스퍼레이션 품목 외: N Line 전용 디자인 (그릴/범퍼/19인치 휠), 스웨이드+천연가죽 시트"
58,14,Exclusive,76435000,"연료전지 시스템, 9에어백, 차로 유지 보조 2, 12.3인치 내비게이션"
62,15,Exclusive,53100000,"84.0kWh 배터리, 스마트 파워 테일게이트, 1열 통풍 및 전동시트"
63,15,Prestige,60350000,"지능형 헤드램프, 서라운드 뷰 모니터, 원격 스마트 주차 보조 2, 증강현실 내비게이션"
64,16,R-Line,67791000,폭스바겐 플래그십 SUV 아틀라스 R-Line 전용 디자인 및 첨단 편의 사양 집약
65,17,"2.0 TDI Premium",39370000,
